mutation_id	sample_id	alt_counts	ref_counts	normal_cn	major_cn	minor_cn	tumour_content
S_355	example	8	41	2	1	1	0.65
S_356	example	10	39	2	1	1	0.65
S_357	example	18	31	2	1	1	0.65
S_358	example	14	35	2	1	1	0.65
S_359	example	19	30	2	1	1	0.65
S_360	example	12	37	2	1	1	0.65
S_361	example	8	41	2	1	1	0.65
S_362	example	23	26	2	1	1	0.65
S_363	example	16	33	2	1	1	0.65
S_364	example	15	34	2	1	1	0.65
S_365	example	20	29	2	1	1	0.65
S_366	example	10	39	2	1	1	0.65
S_367	example	11	38	2	1	1	0.65
S_368	example	19	30	2	1	1	0.65
S_369	example	14	35	2	1	1	0.65
S_370	example	19	30	2	1	1	0.65
S_371	example	20	29	2	1	1	0.65
S_372	example	18	31	2	1	1	0.65
S_373	example	16	33	2	1	1	0.65
S_374	example	16	33	2	1	1	0.65
S_375	example	17	32	2	1	1	0.65
S_376	example	22	27	2	1	1	0.65
S_377	example	15	34	2	1	1	0.65
S_378	example	18	31	2	1	1	0.65
S_379	example	18	31	2	1	1	0.65
S_380	example	11	38	2	1	1	0.65
S_381	example	13	36	2	1	1	0.65
S_382	example	16	33	2	1	1	0.65
S_383	example	16	33	2	1	1	0.65
S_384	example	22	27	2	1	1	0.65
S_385	example	18	31	2	1	1	0.65
S_386	example	14	35	2	1	1	0.65
S_387	example	19	30	2	1	1	0.65
S_388	example	15	34	2	1	1	0.65
S_389	example	15	34	2	1	1	0.65
S_390	example	18	31	2	1	1	0.65
S_391	example	8	41	2	1	1	0.65
S_392	example	10	39	2	1	1	0.65
S_393	example	18	31	2	1	1	0.65
S_394	example	21	28	2	1	1	0.65
S_395	example	9	40	2	1	1	0.65
S_396	example	9	40	2	1	1	0.65
S_397	example	15	34	2	1	1	0.65
S_398	example	20	29	2	1	1	0.65
S_399	example	11	38	2	1	1	0.65
S_400	example	14	35	2	1	1	0.65
S_401	example	15	34	2	1	1	0.65
S_402	example	26	23	2	1	1	0.65
S_403	example	18	31	2	1	1	0.65
S_404	example	13	36	2	1	1	0.65
S_405	example	22	27	2	1	1	0.65
S_406	example	11	38	2	1	1	0.65
S_407	example	19	30	2	1	1	0.65
S_408	example	15	34	2	1	1	0.65
S_409	example	15	34	2	1	1	0.65
S_410	example	21	28	2	1	1	0.65
S_411	example	16	33	2	1	1	0.65
S_412	example	15	34	2	1	1	0.65
S_413	example	13	36	2	1	1	0.65
S_414	example	18	31	2	1	1	0.65
S_415	example	9	40	2	1	1	0.65
S_416	example	16	33	2	1	1	0.65
S_417	example	16	33	2	1	1	0.65
S_418	example	16	33	2	1	1	0.65
S_419	example	12	37	2	1	1	0.65
S_420	example	15	34	2	1	1	0.65
S_421	example	18	31	2	1	1	0.65
S_422	example	18	31	2	1	1	0.65
S_423	example	17	32	2	1	1	0.65
S_424	example	13	36	2	1	1	0.65
S_425	example	17	32	2	1	1	0.65
S_426	example	9	40	2	1	1	0.65
S_427	example	18	31	2	1	1	0.65
S_428	example	16	33	2	1	1	0.65
S_429	example	14	35	2	1	1	0.65
S_430	example	11	38	2	1	1	0.65
S_431	example	8	41	2	1	1	0.65
S_432	example	13	36	2	1	1	0.65
S_433	example	17	32	2	1	1	0.65
S_434	example	21	28	2	1	1	0.65
S_435	example	20	29	2	1	1	0.65
S_436	example	15	34	2	1	1	0.65
S_437	example	21	28	2	1	1	0.65
S_438	example	15	34	2	1	1	0.65
S_439	example	14	35	2	1	1	0.65
S_440	example	9	40	2	1	1	0.65
S_441	example	18	31	2	1	1	0.65
S_442	example	21	28	2	1	1	0.65
S_443	example	17	32	2	1	1	0.65
S_444	example	19	30	2	1	1	0.65
S_445	example	21	28	2	1	1	0.65
S_446	example	13	36	2	1	1	0.65
S_447	example	18	31	2	1	1	0.65
S_448	example	18	31	2	1	1	0.65
S_449	example	16	33	2	1	1	0.65
S_450	example	18	31	2	1	1	0.65
S_451	example	16	33	2	1	1	0.65
S_452	example	13	36	2	1	1	0.65
S_453	example	16	33	2	1	1	0.65
S_454	example	21	28	2	1	1	0.65
S_455	example	13	36	2	1	1	0.65
S_456	example	13	36	2	1	1	0.65
S_457	example	16	33	2	1	1	0.65
S_458	example	20	29	2	1	1	0.65
S_459	example	12	37	2	1	1	0.65
S_460	example	11	38	2	1	1	0.65
S_461	example	11	38	2	1	1	0.65
S_462	example	16	33	2	1	1	0.65
S_463	example	18	31	2	1	1	0.65
S_464	example	15	34	2	1	1	0.65
S_465	example	15	34	2	1	1	0.65
S_466	example	10	39	2	1	1	0.65
S_467	example	19	30	2	1	1	0.65
S_468	example	10	39	2	1	1	0.65
S_469	example	24	25	2	1	1	0.65
S_470	example	27	22	2	1	1	0.65
S_471	example	19	30	2	1	1	0.65
S_472	example	19	30	2	1	1	0.65
S_473	example	20	29	2	1	1	0.65
S_474	example	12	37	2	1	1	0.65
S_475	example	12	37	2	1	1	0.65
S_476	example	9	40	2	1	1	0.65
S_477	example	20	29	2	1	1	0.65
S_478	example	12	37	2	1	1	0.65
S_479	example	7	42	2	1	1	0.65
S_480	example	12	37	2	1	1	0.65
S_481	example	10	39	2	1	1	0.65
S_482	example	19	30	2	1	1	0.65
S_483	example	13	36	2	1	1	0.65
S_484	example	14	35	2	1	1	0.65
S_485	example	23	26	2	1	1	0.65
S_486	example	14	35	2	1	1	0.65
S_487	example	24	25	2	1	1	0.65
S_488	example	11	38	2	1	1	0.65
S_489	example	12	37	2	1	1	0.65
S_490	example	21	28	2	1	1	0.65
S_491	example	23	26	2	1	1	0.65
S_492	example	13	36	2	1	1	0.65
S_493	example	22	27	2	1	1	0.65
S_494	example	12	37	2	1	1	0.65
S_495	example	22	27	2	1	1	0.65
S_496	example	29	20	2	1	1	0.65
S_497	example	17	32	2	1	1	0.65
S_498	example	7	42	2	1	1	0.65
S_499	example	9	40	2	1	1	0.65
S_500	example	14	35	2	1	1	0.65
S_501	example	13	36	2	1	1	0.65
S_502	example	19	30	2	1	1	0.65
S_503	example	18	31	2	1	1	0.65
S_504	example	14	35	2	1	1	0.65
S_505	example	18	31	2	1	1	0.65
S_506	example	11	38	2	1	1	0.65
S_507	example	14	35	2	1	1	0.65
S_508	example	18	31	2	1	1	0.65
S_509	example	13	36	2	1	1	0.65
S_510	example	20	29	2	1	1	0.65
S_511	example	12	37	2	1	1	0.65
S_512	example	20	29	2	1	1	0.65
S_513	example	13	36	2	1	1	0.65
S_514	example	14	35	2	1	1	0.65
S_515	example	14	35	2	1	1	0.65
S_516	example	14	35	2	1	1	0.65
S_517	example	12	37	2	1	1	0.65
S_518	example	15	34	2	1	1	0.65
S_519	example	13	36	2	1	1	0.65
S_520	example	17	32	2	1	1	0.65
S_521	example	16	33	2	1	1	0.65
S_522	example	15	34	2	1	1	0.65
S_523	example	17	32	2	1	1	0.65
S_524	example	10	39	2	1	1	0.65
S_525	example	16	33	2	1	1	0.65
S_526	example	10	39	2	1	1	0.65
S_527	example	18	31	2	1	1	0.65
S_528	example	15	34	2	1	1	0.65
S_529	example	17	32	2	1	1	0.65
S_530	example	13	36	2	1	1	0.65
S_531	example	12	37	2	1	1	0.65
S_532	example	17	32	2	1	1	0.65
S_533	example	20	29	2	1	1	0.65
S_534	example	11	38	2	1	1	0.65
S_535	example	18	31	2	1	1	0.65
S_536	example	15	34	2	1	1	0.65
S_537	example	18	31	2	1	1	0.65
S_538	example	14	35	2	1	1	0.65
S_539	example	9	40	2	1	1	0.65
S_540	example	9	40	2	1	1	0.65
S_541	example	18	31	2	1	1	0.65
S_542	example	17	32	2	1	1	0.65
S_543	example	12	37	2	1	1	0.65
S_544	example	16	33	2	1	1	0.65
S_545	example	13	36	2	1	1	0.65
S_546	example	15	34	2	1	1	0.65
S_547	example	23	26	2	1	1	0.65
S_548	example	15	34	2	1	1	0.65
S_549	example	21	28	2	1	1	0.65
S_550	example	15	34	2	1	1	0.65
