mutation_id	sample_id	cluster_id	cellular_prevalence	cellular_prevalence_std	cluster_assignment_prob
S_428	example	0	0.6602	0.0068	0.8283
S_4301	example	0	0.6602	0.0068	0.6118
S_4319	example	0	0.6602	0.0068	0.5311
S_432	example	0	0.6602	0.0068	0.5982
S_4331	example	0	0.6602	0.0068	0.5223
S_4336	example	0	0.6602	0.0068	0.5565
S_4351	example	0	0.6602	0.0068	0.5946
S_4364	example	0	0.6602	0.0068	0.7901
S_4372	example	0	0.6602	0.0068	0.5225
S_44	example	0	0.6602	0.0068	0.4786
S_4429	example	0	0.6602	0.0068	0.5492
S_4448	example	0	0.6602	0.0068	0.7398
S_452	example	0	0.6602	0.0068	0.5044
S_4527	example	0	0.6602	0.0068	0.5477
S_4559	example	0	0.6602	0.0068	0.5679
S_4594	example	0	0.6602	0.0068	0.5044
S_4633	example	0	0.6602	0.0068	0.5718
S_4652	example	0	0.6602	0.0068	0.5565
S_4658	example	0	0.6602	0.0068	0.6032
S_470	example	0	0.6602	0.0068	0.8472
S_4702	example	0	0.6602	0.0068	0.6205
S_4704	example	0	0.6602	0.0068	0.8564
S_4714	example	0	0.6602	0.0068	0.5401
S_4721	example	0	0.6602	0.0068	0.5223
S_482	example	0	0.6602	0.0068	0.5223
S_4828	example	0	0.6602	0.0068	0.4968
S_4850	example	0	0.6602	0.0068	0.4956
S_4923	example	0	0.6602	0.0068	0.6292
S_4964	example	0	0.6602	0.0068	0.4968
S_5018	example	0	0.6602	0.0068	0.6469
S_5027	example	0	0.6602	0.0068	0.5223
S_5108	example	0	0.6602	0.0068	0.7099
S_5127	example	0	0.6602	0.0068	0.4870
S_5162	example	0	0.6602	0.0068	0.5044
S_5184	example	0	0.6602	0.0068	0.8283
S_5196	example	0	0.6602	0.0068	0.5477
S_5249	example	0	0.6602	0.0068	0.6163
S_525	example	0	0.6602	0.0068	0.7859
S_5296	example	0	0.6602	0.0068	0.5836
S_5307	example	0	0.6602	0.0068	0.4870
S_537	example	0	0.6602	0.0068	0.7901
S_5385	example	0	0.6602	0.0068	0.4870
S_5432	example	0	0.6602	0.0068	0.5718
S_5442	example	0	0.6602	0.0068	0.4945
S_5478	example	0	0.6602	0.0068	0.7747
S_5491	example	0	0.6602	0.0068	0.4765
S_5539	example	0	0.6602	0.0068	0.4870
S_5565	example	0	0.6602	0.0068	0.6753
S_561	example	0	0.6602	0.0068	0.5051
S_5686	example	0	0.6602	0.0068	0.6244
S_5689	example	0	0.6602	0.0068	0.5311
S_5696	example	0	0.6602	0.0068	0.5982
S_5717	example	0	0.6602	0.0068	0.5982
S_5739	example	0	0.6602	0.0068	0.5136
S_5744	example	0	0.6602	0.0068	0.5136
S_5768	example	0	0.6602	0.0068	0.4786
S_5795	example	0	0.6602	0.0068	0.5223
S_5840	example	0	0.6602	0.0068	0.5654
S_5844	example	0	0.6602	0.0068	0.7325
S_5860	example	0	0.6602	0.0068	0.7095
S_5922	example	0	0.6602	0.0068	0.5044
S_6021	example	0	0.6602	0.0068	0.5654
S_6031	example	0	0.6602	0.0068	0.5134
S_6091	example	0	0.6602	0.0068	0.5311
S_6160	example	0	0.6602	0.0068	0.5401
S_6204	example	0	0.6602	0.0068	0.7779
S_6212	example	0	0.6602	0.0068	0.5585
S_6234	example	0	0.6602	0.0068	0.7611
S_6253	example	0	0.6602	0.0068	0.6582
S_6262	example	0	0.6602	0.0068	0.7255
S_632	example	0	0.6602	0.0068	0.7405
S_6386	example	0	0.6602	0.0068	0.7599
S_6410	example	0	0.6602	0.0068	0.6292
S_6439	example	0	0.6602	0.0068	0.7541
S_6447	example	0	0.6602	0.0068	0.6838
S_6603	example	0	0.6602	0.0068	0.5836
S_667	example	0	0.6602	0.0068	0.6557
S_6703	example	0	0.6602	0.0068	0.6852
S_677	example	0	0.6602	0.0068	0.6770
S_6786	example	0	0.6602	0.0068	0.5136
S_6807	example	0	0.6602	0.0068	0.5565
S_6813	example	0	0.6602	0.0068	0.5044
S_6828	example	0	0.6602	0.0068	0.4870
S_6850	example	0	0.6602	0.0068	0.8585
S_6913	example	0	0.6602	0.0068	0.5136
S_6923	example	0	0.6602	0.0068	0.5136
S_6946	example	0	0.6602	0.0068	0.5745
S_6967	example	0	0.6602	0.0068	0.5044
S_6993	example	0	0.6602	0.0068	0.5390
S_7004	example	0	0.6602	0.0068	0.5477
S_7085	example	0	0.6602	0.0068	0.5136
S_7123	example	0	0.6602	0.0068	0.6412
S_7155	example	0	0.6602	0.0068	0.6328
S_7192	example	0	0.6602	0.0068	0.5982
S_720	example	0	0.6602	0.0068	0.5982
S_7200	example	0	0.6602	0.0068	0.4956
S_7230	example	0	0.6602	0.0068	0.5654
S_7240	example	0	0.6602	0.0068	0.4956
S_7274	example	0	0.6602	0.0068	0.5401
S_7290	example	0	0.6602	0.0068	0.7405
S_7298	example	0	0.6602	0.0068	0.4786
S_7306	example	0	0.6602	0.0068	0.7178
S_7316	example	0	0.6602	0.0068	0.5565
S_7350	example	0	0.6602	0.0068	0.5565
S_7366	example	0	0.6602	0.0068	0.7325
S_7437	example	0	0.6602	0.0068	0.6205
S_7458	example	0	0.6602	0.0068	0.5477
S_753	example	0	0.6602	0.0068	0.5893
S_7548	example	0	0.6602	0.0068	0.5893
S_756	example	0	0.6602	0.0068	0.4765
S_7632	example	0	0.6602	0.0068	0.8777
S_7769	example	0	0.6602	0.0068	0.5136
S_7805	example	0	0.6602	0.0068	0.5492
S_7825	example	0	0.6602	0.0068	0.4786
S_7855	example	0	0.6602	0.0068	0.6497
S_7862	example	0	0.6602	0.0068	0.4786
S_7885	example	0	0.6602	0.0068	0.8084
S_7917	example	0	0.6602	0.0068	0.6668
S_7972	example	0	0.6602	0.0068	0.5565
S_8003	example	0	0.6602	0.0068	0.8186
S_8086	example	0	0.6602	0.0068	0.4956
S_8189	example	0	0.6602	0.0068	0.8444
S_8225	example	0	0.6602	0.0068	0.6380
S_8228	example	0	0.6602	0.0068	0.6770
S_8233	example	0	0.6602	0.0068	0.7624
S_8250	example	0	0.6602	0.0068	0.5893
S_8344	example	0	0.6602	0.0068	0.6292
S_8405	example	0	0.6602	0.0068	0.7015
S_8436	example	0	0.6602	0.0068	0.6557
S_8438	example	0	0.6602	0.0068	0.8647
S_8461	example	0	0.6602	0.0068	0.7252
S_8469	example	0	0.6602	0.0068	0.7611
S_8484	example	0	0.6602	0.0068	0.5632
S_8552	example	0	0.6602	0.0068	0.5051
S_8572	example	0	0.6602	0.0068	0.7325
S_8600	example	0	0.6602	0.0068	0.5492
S_8604	example	0	0.6602	0.0068	0.4854
S_8618	example	0	0.6602	0.0068	0.5223
S_8634	example	0	0.6602	0.0068	0.5836
S_8695	example	0	0.6602	0.0068	0.8142
S_8718	example	0	0.6602	0.0068	0.5401
S_8733	example	0	0.6602	0.0068	0.8721
S_8743	example	0	0.6602	0.0068	0.5223
S_8794	example	0	0.6602	0.0068	0.6205
S_8812	example	0	0.6602	0.0068	0.5982
S_8859	example	0	0.6602	0.0068	0.5223
S_8885	example	0	0.6602	0.0068	0.5718
S_8901	example	0	0.6602	0.0068	0.5401
S_8910	example	0	0.6602	0.0068	0.5654
S_8930	example	0	0.6602	0.0068	0.4956
S_8932	example	0	0.6602	0.0068	0.5044
S_8970	example	0	0.6602	0.0068	0.5654
S_8972	example	0	0.6602	0.0068	0.4854
S_8982	example	0	0.6602	0.0068	0.6852
S_8997	example	0	0.6602	0.0068	0.8018
S_8999	example	0	0.6602	0.0068	0.6497
S_9169	example	0	0.6602	0.0068	0.8606
S_917	example	0	0.6602	0.0068	0.8031
S_9214	example	0	0.6602	0.0068	0.7398
S_9248	example	0	0.6602	0.0068	0.5982
S_9261	example	0	0.6602	0.0068	0.6852
S_9291	example	0	0.6602	0.0068	0.6497
S_9336	example	0	0.6602	0.0068	0.5044
S_9340	example	0	0.6602	0.0068	0.4786
S_9367	example	0	0.6602	0.0068	0.5982
S_94	example	0	0.6602	0.0068	0.4765
S_943	example	0	0.6602	0.0068	0.6668
S_9505	example	0	0.6602	0.0068	0.7882
S_9535	example	0	0.6602	0.0068	0.7177
S_9558	example	0	0.6602	0.0068	0.4786
S_9631	example	0	0.6602	0.0068	0.6072
S_9636	example	0	0.6602	0.0068	0.5401
S_967	example	0	0.6602	0.0068	0.6668
S_9703	example	0	0.6602	0.0068	0.7716
S_9731	example	0	0.6602	0.0068	0.5805
S_9739	example	0	0.6602	0.0068	0.5044
S_9763	example	0	0.6602	0.0068	0.6606
S_9825	example	0	0.6602	0.0068	0.4956
S_9826	example	0	0.6602	0.0068	0.6163
S_9862	example	0	0.6602	0.0068	0.5311
S_9888	example	0	0.6602	0.0068	0.8369
S_9895	example	0	0.6602	0.0068	0.4870
S_9920	example	0	0.6602	0.0068	0.5893
S_9925	example	0	0.6602	0.0068	0.7470
S_9927	example	0	0.6602	0.0068	0.6933
S_1	example	1	1.0000	0.0000	0.9999
S_10	example	1	1.0000	0.0000	0.8762
S_100	example	1	1.0000	0.0000	0.9988
S_1000	example	1	1.0000	0.0000	0.9111
S_10000	example	1	1.0000	0.0000	0.9916
S_1001	example	1	1.0000	0.0000	0.9252
S_1002	example	1	1.0000	0.0000	0.9356
S_1003	example	1	1.0000	0.0000	0.9948
S_1004	example	1	1.0000	0.0000	0.9962
S_1005	example	1	1.0000	0.0000	0.9936
S_1006	example	1	1.0000	0.0000	0.9704
S_1007	example	1	1.0000	0.0000	0.7788
S_1008	example	1	1.0000	0.0000	0.9748
S_1009	example	1	1.0000	0.0000	0.9446
S_101	example	1	1.0000	0.0000	0.9901
S_1010	example	1	1.0000	0.0000	0.9932
S_1011	example	1	1.0000	0.0000	0.9920
S_1012	example	1	1.0000	0.0000	0.6966
S_1013	example	1	1.0000	0.0000	0.9946
S_1014	example	1	1.0000	0.0000	0.9795
S_1015	example	1	1.0000	0.0000	0.9916
S_1016	example	1	1.0000	0.0000	0.9820
S_1017	example	1	1.0000	0.0000	0.9986
S_1018	example	1	1.0000	0.0000	0.9530
S_102	example	1	1.0000	0.0000	0.9447
S_1021	example	1	1.0000	0.0000	0.9934
S_1022	example	1	1.0000	0.0000	0.4839
S_1023	example	1	1.0000	0.0000	0.9894
S_1024	example	1	1.0000	0.0000	0.9978
S_1025	example	1	1.0000	0.0000	0.9981
S_1026	example	1	1.0000	0.0000	0.9980
S_1027	example	1	1.0000	0.0000	0.9986
S_1028	example	1	1.0000	0.0000	0.7431
S_1029	example	1	1.0000	0.0000	0.9706
S_103	example	1	1.0000	0.0000	0.7563
S_1030	example	1	1.0000	0.0000	0.9595
S_1031	example	1	1.0000	0.0000	0.9529
S_1032	example	1	1.0000	0.0000	0.9977
S_1033	example	1	1.0000	0.0000	0.8563
S_1034	example	1	1.0000	0.0000	0.9964
S_1035	example	1	1.0000	0.0000	0.9708
S_1036	example	1	1.0000	0.0000	0.9901
S_1037	example	1	1.0000	0.0000	0.9973
S_1038	example	1	1.0000	0.0000	0.9922
S_1039	example	1	1.0000	0.0000	0.9960
S_104	example	1	1.0000	0.0000	0.9658
S_1040	example	1	1.0000	0.0000	0.9708
S_1041	example	1	1.0000	0.0000	0.5543
S_1042	example	1	1.0000	0.0000	0.8999
S_1043	example	1	1.0000	0.0000	0.9899
S_1044	example	1	1.0000	0.0000	0.9950
S_1045	example	1	1.0000	0.0000	0.9974
S_1046	example	1	1.0000	0.0000	0.9996
S_1047	example	1	1.0000	0.0000	0.6552
S_1048	example	1	1.0000	0.0000	0.9448
S_1049	example	1	1.0000	0.0000	0.9527
S_105	example	1	1.0000	0.0000	0.9957
S_1050	example	1	1.0000	0.0000	0.9755
S_1051	example	1	1.0000	0.0000	0.9923
S_1052	example	1	1.0000	0.0000	0.9818
S_1053	example	1	1.0000	0.0000	0.9916
S_1054	example	1	1.0000	0.0000	0.9988
S_1055	example	1	1.0000	0.0000	0.8599
S_1056	example	1	1.0000	0.0000	0.9920
S_1057	example	1	1.0000	0.0000	0.9865
S_1058	example	1	1.0000	0.0000	0.7387
S_1059	example	1	1.0000	0.0000	0.9974
S_106	example	1	1.0000	0.0000	0.9855
S_1060	example	1	1.0000	0.0000	0.9841
S_1061	example	1	1.0000	0.0000	0.9918
S_1062	example	1	1.0000	0.0000	0.9446
S_1063	example	1	1.0000	0.0000	0.9940
S_1064	example	1	1.0000	0.0000	0.9990
S_1065	example	1	1.0000	0.0000	0.8407
S_1066	example	1	1.0000	0.0000	0.9973
S_1067	example	1	1.0000	0.0000	0.7889
S_1068	example	1	1.0000	0.0000	0.7296
S_1069	example	1	1.0000	0.0000	0.9664
S_107	example	1	1.0000	0.0000	0.7819
S_1070	example	1	1.0000	0.0000	0.9790
S_1071	example	1	1.0000	0.0000	0.9943
S_1072	example	1	1.0000	0.0000	0.9965
S_1073	example	1	1.0000	0.0000	0.9999
S_1074	example	1	1.0000	0.0000	0.9991
S_1075	example	1	1.0000	0.0000	0.9872
S_1076	example	1	1.0000	0.0000	0.9892
S_1077	example	1	1.0000	0.0000	0.9783
S_1078	example	1	1.0000	0.0000	0.9356
S_1079	example	1	1.0000	0.0000	0.9954
S_108	example	1	1.0000	0.0000	0.9939
S_1080	example	1	1.0000	0.0000	0.9841
S_1081	example	1	1.0000	0.0000	0.8149
S_1082	example	1	1.0000	0.0000	0.9353
S_1083	example	1	1.0000	0.0000	0.8788
S_1084	example	1	1.0000	0.0000	0.9355
S_1085	example	1	1.0000	0.0000	0.9997
S_1086	example	1	1.0000	0.0000	0.9790
S_1087	example	1	1.0000	0.0000	0.9528
S_1088	example	1	1.0000	0.0000	0.9869
S_1089	example	1	1.0000	0.0000	0.9957
S_109	example	1	1.0000	0.0000	0.9528
S_1090	example	1	1.0000	0.0000	0.9353
S_1091	example	1	1.0000	0.0000	0.9994
S_1092	example	1	1.0000	0.0000	0.9983
S_1093	example	1	1.0000	0.0000	0.8176
S_1094	example	1	1.0000	0.0000	0.9922
S_1096	example	1	1.0000	0.0000	0.9748
S_1097	example	1	1.0000	0.0000	0.9355
S_1098	example	1	1.0000	0.0000	0.9911
S_1099	example	1	1.0000	0.0000	0.9985
S_11	example	1	1.0000	0.0000	0.9994
S_110	example	1	1.0000	0.0000	0.9994
S_1100	example	1	1.0000	0.0000	0.5400
S_1101	example	1	1.0000	0.0000	0.9447
S_1102	example	1	1.0000	0.0000	0.9990
S_1103	example	1	1.0000	0.0000	0.9994
S_1104	example	1	1.0000	0.0000	0.9996
S_1105	example	1	1.0000	0.0000	0.8847
S_1106	example	1	1.0000	0.0000	0.9527
S_1107	example	1	1.0000	0.0000	0.9249
S_1108	example	1	1.0000	0.0000	0.9351
S_1109	example	1	1.0000	0.0000	0.9992
S_111	example	1	1.0000	0.0000	0.9930
S_1110	example	1	1.0000	0.0000	0.9980
S_1112	example	1	1.0000	0.0000	0.8836
S_1113	example	1	1.0000	0.0000	0.9861
S_1114	example	1	1.0000	0.0000	0.9964
S_1115	example	1	1.0000	0.0000	0.9846
S_1116	example	1	1.0000	0.0000	0.6909
S_1117	example	1	1.0000	0.0000	0.9957
S_1118	example	1	1.0000	0.0000	0.8825
S_1119	example	1	1.0000	0.0000	0.7754
S_112	example	1	1.0000	0.0000	0.9957
S_1120	example	1	1.0000	0.0000	0.9944
S_1121	example	1	1.0000	0.0000	0.9946
S_1122	example	1	1.0000	0.0000	0.9977
S_1123	example	1	1.0000	0.0000	0.7296
S_1124	example	1	1.0000	0.0000	0.9098
S_1125	example	1	1.0000	0.0000	0.9972
S_1126	example	1	1.0000	0.0000	0.9710
S_1128	example	1	1.0000	0.0000	0.9987
S_1129	example	1	1.0000	0.0000	0.5948
S_113	example	1	1.0000	0.0000	0.9974
S_1130	example	1	1.0000	0.0000	0.9885
S_1131	example	1	1.0000	0.0000	0.9598
S_1132	example	1	1.0000	0.0000	0.9990
S_1133	example	1	1.0000	0.0000	0.9996
S_1134	example	1	1.0000	0.0000	0.9820
S_1135	example	1	1.0000	0.0000	0.9986
S_1136	example	1	1.0000	0.0000	0.9133
S_1137	example	1	1.0000	0.0000	0.9980
S_1138	example	1	1.0000	0.0000	0.9809
S_1139	example	1	1.0000	0.0000	0.9941
S_114	example	1	1.0000	0.0000	0.9992
S_1140	example	1	1.0000	0.0000	0.9117
S_1141	example	1	1.0000	0.0000	0.9526
S_1142	example	1	1.0000	0.0000	0.9660
S_1143	example	1	1.0000	0.0000	0.9922
S_1144	example	1	1.0000	0.0000	0.9816
S_1145	example	1	1.0000	0.0000	0.9706
S_1146	example	1	1.0000	0.0000	0.9706
S_1147	example	1	1.0000	0.0000	0.9990
S_1148	example	1	1.0000	0.0000	0.9846
S_1149	example	1	1.0000	0.0000	0.9448
S_115	example	1	1.0000	0.0000	0.9948
S_1150	example	1	1.0000	0.0000	0.9820
S_1151	example	1	1.0000	0.0000	0.9006
S_1152	example	1	1.0000	0.0000	0.6179
S_1153	example	1	1.0000	0.0000	0.9245
S_1154	example	1	1.0000	0.0000	0.9786
S_1155	example	1	1.0000	0.0000	0.9447
S_1156	example	1	1.0000	0.0000	0.9841
S_1157	example	1	1.0000	0.0000	0.9927
S_1158	example	1	1.0000	0.0000	0.9708
S_1159	example	1	1.0000	0.0000	0.9997
S_116	example	1	1.0000	0.0000	0.8974
S_1161	example	1	1.0000	0.0000	0.9356
S_1162	example	1	1.0000	0.0000	0.9991
S_1163	example	1	1.0000	0.0000	0.9912
S_1164	example	1	1.0000	0.0000	0.7342
S_1165	example	1	1.0000	0.0000	0.6728
S_1166	example	1	1.0000	0.0000	0.9706
S_1167	example	1	1.0000	0.0000	0.9995
S_1168	example	1	1.0000	0.0000	0.9598
S_1169	example	1	1.0000	0.0000	0.9913
S_117	example	1	1.0000	0.0000	0.9527
S_1170	example	1	1.0000	0.0000	0.9446
S_1171	example	1	1.0000	0.0000	0.9982
S_1172	example	1	1.0000	0.0000	0.9937
S_1173	example	1	1.0000	0.0000	0.8836
S_1174	example	1	1.0000	0.0000	0.9704
S_1175	example	1	1.0000	0.0000	0.7922
S_1176	example	1	1.0000	0.0000	0.9973
S_1177	example	1	1.0000	0.0000	0.9984
S_1178	example	1	1.0000	0.0000	0.9704
S_1179	example	1	1.0000	0.0000	0.8957
S_118	example	1	1.0000	0.0000	0.8428
S_1181	example	1	1.0000	0.0000	0.9941
S_1182	example	1	1.0000	0.0000	0.9984
S_1183	example	1	1.0000	0.0000	0.7247
S_1184	example	1	1.0000	0.0000	0.9994
S_1185	example	1	1.0000	0.0000	0.7953
S_1186	example	1	1.0000	0.0000	0.9909
S_1187	example	1	1.0000	0.0000	0.9658
S_1188	example	1	1.0000	0.0000	1.0000
S_1189	example	1	1.0000	0.0000	0.9927
S_119	example	1	1.0000	0.0000	0.9935
S_1190	example	1	1.0000	0.0000	0.9602
S_1191	example	1	1.0000	0.0000	0.9941
S_1192	example	1	1.0000	0.0000	0.9798
S_1193	example	1	1.0000	0.0000	0.8467
S_1194	example	1	1.0000	0.0000	0.5647
S_1195	example	1	1.0000	0.0000	0.9816
S_1196	example	1	1.0000	0.0000	0.8149
S_1197	example	1	1.0000	0.0000	0.9753
S_1198	example	1	1.0000	0.0000	0.6851
S_1199	example	1	1.0000	0.0000	0.8966
S_12	example	1	1.0000	0.0000	0.9971
S_120	example	1	1.0000	0.0000	0.9918
S_1200	example	1	1.0000	0.0000	0.9895
S_1201	example	1	1.0000	0.0000	0.9356
S_1202	example	1	1.0000	0.0000	0.9977
S_1203	example	1	1.0000	0.0000	0.9949
S_1204	example	1	1.0000	0.0000	0.9445
S_1205	example	1	1.0000	0.0000	0.9594
S_1206	example	1	1.0000	0.0000	0.9923
S_1207	example	1	1.0000	0.0000	0.8364
S_1208	example	1	1.0000	0.0000	0.5872
S_121	example	1	1.0000	0.0000	0.5005
S_1210	example	1	1.0000	0.0000	1.0000
S_1211	example	1	1.0000	0.0000	0.9593
S_1212	example	1	1.0000	0.0000	0.9999
S_1213	example	1	1.0000	0.0000	0.8957
S_1214	example	1	1.0000	0.0000	0.8716
S_1215	example	1	1.0000	0.0000	0.9999
S_1216	example	1	1.0000	0.0000	0.9750
S_1217	example	1	1.0000	0.0000	0.9655
S_1218	example	1	1.0000	0.0000	0.9447
S_1219	example	1	1.0000	0.0000	0.8448
S_122	example	1	1.0000	0.0000	0.9595
S_1220	example	1	1.0000	0.0000	0.9353
S_1221	example	1	1.0000	0.0000	0.9823
S_1222	example	1	1.0000	0.0000	0.5950
S_1223	example	1	1.0000	0.0000	0.8176
S_1224	example	1	1.0000	0.0000	0.9995
S_1225	example	1	1.0000	0.0000	0.9956
S_1226	example	1	1.0000	0.0000	0.8857
S_1227	example	1	1.0000	0.0000	0.9651
S_1228	example	1	1.0000	0.0000	0.9924
S_1229	example	1	1.0000	0.0000	0.9600
S_123	example	1	1.0000	0.0000	0.8149
S_1230	example	1	1.0000	0.0000	0.9998
S_1231	example	1	1.0000	0.0000	0.9890
S_1232	example	1	1.0000	0.0000	0.9811
S_1233	example	1	1.0000	0.0000	0.9528
S_1234	example	1	1.0000	0.0000	0.9351
S_1235	example	1	1.0000	0.0000	0.8966
S_1236	example	1	1.0000	0.0000	0.9446
S_1237	example	1	1.0000	0.0000	0.9991
S_1238	example	1	1.0000	0.0000	0.9869
S_1239	example	1	1.0000	0.0000	0.9927
S_124	example	1	1.0000	0.0000	0.7604
S_1240	example	1	1.0000	0.0000	0.6228
S_1241	example	1	1.0000	0.0000	0.9971
S_1242	example	1	1.0000	0.0000	0.9994
S_1243	example	1	1.0000	0.0000	0.9760
S_1244	example	1	1.0000	0.0000	0.9968
S_1245	example	1	1.0000	0.0000	0.9843
S_1246	example	1	1.0000	0.0000	0.9865
S_1247	example	1	1.0000	0.0000	0.9989
S_1248	example	1	1.0000	0.0000	0.9528
S_1249	example	1	1.0000	0.0000	0.9936
S_125	example	1	1.0000	0.0000	0.9986
S_1250	example	1	1.0000	0.0000	0.7984
S_1251	example	1	1.0000	0.0000	0.9798
S_1252	example	1	1.0000	0.0000	0.9907
S_1253	example	1	1.0000	0.0000	0.9950
S_1254	example	1	1.0000	0.0000	0.9881
S_1255	example	1	1.0000	0.0000	0.7682
S_1256	example	1	1.0000	0.0000	0.9960
S_1257	example	1	1.0000	0.0000	0.8775
S_1258	example	1	1.0000	0.0000	0.9786
S_1259	example	1	1.0000	0.0000	0.6486
S_126	example	1	1.0000	0.0000	0.9148
S_1260	example	1	1.0000	0.0000	0.9996
S_1261	example	1	1.0000	0.0000	0.9958
S_1262	example	1	1.0000	0.0000	0.9987
S_1263	example	1	1.0000	0.0000	0.7854
S_1264	example	1	1.0000	0.0000	0.9885
S_1266	example	1	1.0000	0.0000	0.9955
S_1267	example	1	1.0000	0.0000	0.9998
S_1268	example	1	1.0000	0.0000	0.9527
S_1269	example	1	1.0000	0.0000	0.9524
S_127	example	1	1.0000	0.0000	1.0000
S_1270	example	1	1.0000	0.0000	0.9117
